,public_metrics,geo,author_id,text,id,created_at,lang,description,username,name,verified,id,location,protected,full_name,id,place_type,country,geo,name,country_code
36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",{'place_id': '01fbe706f872cb32'},19944613,DC should treat the homeless with dignity @MayorBowser if funding is an issue ask @amazon @JeffBezos and the various CEO’s living throughout the area to support a housing project to alleviate homelessness.,1358204409583439874,2021-02-07T00:02:20.000Z,en,"Earthling. Iconoclast. Read, Write, Teach; Sing, Sail, Run. Opinions Mine Alone.",jimkucher,jimkucher,False,16747156,"Baltimore, MD",False,"Hampton, VA",2f5f5ba43ec2f5a9,city,United States,"{'type': 'Feature', 'bbox': [-76.451006, 36.989568, -76.273546, 37.112225], 'properties': {}}",Hampton,US
37,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 21, 'quote_count': 0}",{'place_id': '3f866c0018a4d8a0'},1617991676,Powerful essay by @EmoryRollins @April_M_Ballard describing how her struggles with identity &amp; dignity motivate her work to assure the dignity &amp; humanity of those experiencing homelessness. Her description of growing up queer hits home &amp; her empowerment by this is aspirational. https://t.co/l2ejZZrbeL,1354571310907744261,2021-01-27T23:25:41.000Z,en,Retired PSEA Organizing Specialist . St.Peter's University. Co-Chair of the Labor Community Alliance of South Florida.,canilor,Lorenzo Canizares,False,18940451,"Miami, Fl.",False,"Denver, CO",b49b3053b5c25bf5,city,United States,"{'type': 'Feature', 'bbox': [-105.109815, 39.614151, -104.734372, 39.812975], 'properties': {}}",Denver,US
38,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",{'place_id': 'c0b8e8dc81930292'},16747156,"Affirming Human dignity has amazing power.
https://t.co/g9tOPwarPd",1348617559642431489,2021-01-11T13:07:36.000Z,en,Non-profit organization restoring dignity through hygiene products and personal development.,YouInsideAndOu1,You Inside And Out,False,1047629727459098624,"Houston, TX",False,"Princeton, FL",12bb5154d46fecc0,city,United States,"{'type': 'Feature', 'bbox': [-80.428566, 25.510691, -80.362933, 25.559653], 'properties': {}}",Princeton,US
39,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",{'place_id': '7707ad9771781687'},18940451,"...bill and co-director of community dignity campaigns at the Center for Popular Democracy. ""This provision, plus wrap-around services for people experiencing homelessness, would help to end our housing crisis."" To conclude, Vienna one of the most beautiful cities in the world...",1346564291080691716,2021-01-05T21:08:39.000Z,en,"Anti-White Supremacy. Health Justice & Care. MPH, Community Health Promotion. I said it, I own it. she/her. #StopLine5",sarakettering,Sara Kettering,False,129065176,"Dakota Land | Minneapolis, MN ",False,"Charlotte, NC",512a8a4a4c4b4be0,city,United States,"{'type': 'Feature', 'bbox': [-81.046876, 35.001706, -80.646695, 35.416412], 'properties': {}}",Charlotte,US
40,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '7a41192a2879ee24'},1047629727459098624,"Have you ever thought about what it was like to sleep outside, and then wake up and go to work? Most haven't, but a lot do? #homelessness #restoration #dignity",1334537188248342529,2020-12-03T16:37:14.000Z,en,"christian. leftist. lmsw. 1913 🔺. ohbcyp. @SavagexFenty #GameChanger. @AspenInnovators Fellow '21. organizer @VOCALNewYork.
my opinions only. rt 🚫 endorsement",AkofenaBK,Celina🌹 #HousingNow #Stop1Thru4 #Wifi4Homeless,False,2755819181,"Brownsville, Brooklyn",False,"Gainesville, FL",7dda05213481260c,city,United States,"{'type': 'Feature', 'bbox': [-82.421473, 29.600496, -82.239066, 29.745847], 'properties': {}}",Gainesville,US
41,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 19, 'quote_count': 1}",{'place_id': '8e9665cec9370f0f'},129065176,"“Moving people from large shelters to individual hotel rooms not only succeeded in slowing the spread of COVID-19, but also provided security, privacy and dignity to hundreds of people in our region experiencing homelessness,” said King County Executive Dow Constantine.” https://t.co/zZHMVlQTvs",1319432099078852613,2020-10-23T00:15:00.000Z,en,"Human first, then: curious, Christian, parent. 
More:  https://t.co/xsYUEW0Htc
He/him.",CircleReader,𝐀𝐧𝐝𝐫𝐞𝐰 𝐖𝐞𝐭𝐳𝐞𝐥,False,20172321,"Madison, Wisconsin",False,"Bethesda, MD",864ff125241f172f,city,United States,"{'type': 'Feature', 'bbox': [-77.158594, 38.940225, -77.078411, 39.0224493], 'properties': {}}",Bethesda,US
42,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': '011add077f4d2da3'},2755819181,"“I’m in recovery and I’m OK, but don’t put me in a bar. It just psychologically is triggering,”- @homeless_hero 

The City's blatant disregard for the health, dignity &amp; wellness of ppl is despicable &amp; proves that they view the threatening cycle of #homelessness as a commodity. https://t.co/sOmJ6MSxIS",1318009708322705409,2020-10-19T02:02:56.000Z,en,Mom to triplets & wife. She/her. Proudly representing CA’s #AD60. Chair of the Assembly Jobs Committee. #DeliveringResults 🇺🇸🏳️‍🌈,AsmCervantes,Sabrina Cervantes,True,812086975763124224,"Riverside, CA",False,"Boston, MA",67b98f17fdcf20be,city,United States,"{'type': 'Feature', 'bbox': [-71.191421, 42.227797, -70.986004, 42.399542], 'properties': {}}",Boston,US
43,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",{'place_id': '7dc5c6d3bfb10ccc'},20172321,"Every aspect of this alleged ""political homelessness"" of ""historic Christian orthodoxy"" – unborn child vs caged child, environmental science vs economic health, dignity of straight people vs dignity of LGBTQ+ people – is a false choice, &amp; flags where ""orthodoxy"" = idolatry. https://t.co/T5NJYkIvRk",1313535345271726080,2020-10-06T17:43:25.000Z,en,#ResistanceUnited #BeKind #EqualRights #GetVaxxed #Indigenous #BLM #StrongerTogether #WomenRights #ClimateChange #BidenHarris #MentalHealthAwareness #IVFBR DM🚫,RuthieDaughter,Ruthie’s Daughter-ESD,False,1227650775964409857,"Atlanta, GA",False,Virgil Square Market,0ff5554ac5d55000,poi,United States,"{'type': 'Feature', 'bbox': [-118.28660975174223, 34.084298550561215, -118.28660975174223, 34.084298550561215], 'properties': {}}",Virgil Square Market,US
44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",{'place_id': '5e4b6834e36e68fa'},812086975763124224,"Through their work, they are not only addressing the pressing issues of homelessness &amp; recidivism, but also demonstrating that all people deserve to live with dignity, even in their darkest times. Resources such as these contribute to the vitality of our communities. (2/2)",1311432438715879424,2020-09-30T22:27:13.000Z,en,"Internationally recognized Democratic consultant, President and Founder of The Advance Group (@TAG_NYC), Founder of @tikunolamusa",levenson_scott,Scott Levenson,False,714989647244484608,"New York, NY",False,"Phoenix, AZ",5c62ffb0f0f3479d,city,United States,"{'type': 'Feature', 'bbox': [-112.3239143, 33.29026, -111.9254391, 33.8154652], 'properties': {}}",Phoenix,US
45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '8173485c72e78ca5'},1227650775964409857,"See it’s time we Americans take back our America, take back our dignity, take back our freedom, take back our truths, take back our honor, hold fast the rules of our nation, protect our people’s lives, come out of priority, conquer homelessness and joblessness. https://t.co/FfZGAIzyxP",1309193988747001858,2020-09-24T18:12:25.000Z,en,"CEO, Strategy, M&A",SmokeWallin,Smoke Wallin,False,10199632,Greater LA,False,"Seattle, WA",300bcc6e23a88361,city,United States,"{'type': 'Feature', 'bbox': [-122.436232, 47.4953154, -122.2249728, 47.734319], 'properties': {}}",Seattle,US
46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '00c39537733fa112'},714989647244484608,"‘Nice is Cool’ It will work for almost all our current problems:
Wealth distribution = sharing is caring  
Homelessness = dignity for all 
Covid = protect each-other
Trump = ...well, I said ‘almost’ #WakeUpAmerica",1305658343768326144,2020-09-15T00:03:01.000Z,en,"The PMA Bike Ride  was started  June 24th 20016. We deliver pizza and smiles to the hungry  on the street
(bike not needed)",thepmabikeride,Thepmabikeride,False,876832418744893440,"Philadelphia, PA",False,"Dallas, TX",18810aa5b43e76c7,city,United States,"{'type': 'Feature', 'bbox': [-96.977527, 32.620678, -96.54598, 33.019039], 'properties': {}}",Dallas,US
47,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",{'place_id': '00ab941b685334e3'},10199632,#homelessness #solutions @YPO @dignitymoves   @LifeMovesOrg https://t.co/WmuRIS4bzl…-a-journey-of-discovery-and-commitment-to-dignitymovesorg,1305534065085485056,2020-09-14T15:49:11.000Z,und,"Building intersectional people power to address social, economic, & environmental inequities impacting the West San Fernando Valley. 100% Volunteer. Join us! 👇",WVPple,West Valley People’s Alliance,False,1265886800767184897,"Los Angeles, CA",False,"Norwalk, CA",0706a21788cadb8d,city,United States,"{'type': 'Feature', 'bbox': [-118.111506, 33.8803098, -118.041985, 33.934191], 'properties': {}}",Norwalk,US
48,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",{'place_id': 'e4a0d228eb6be76b'},876832418744893440,"A story of heros and villains.

In the early 1980s, the first time homelessness became a crisis in the city, a group of unhoused Philadelphia men created a group called the Committee for Dignity and Fairness for the Homeless.
https://t.co/V47t1sFa9I",1303678239949365248,2020-09-09T12:54:48.000Z,en,Performer/Songwriter/Writer,JerryFlattum,Jerry Flattum,False,117350856,"Los Angeles, CA",False,"Beaumont, TX",33d5cf4dea5828c5,city,United States,"{'type': 'Feature', 'bbox': [-94.233379, 29.9897153, -94.023888, 30.184121], 'properties': {}}",Beaumont,US
49,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 19, 'quote_count': 2}",{'place_id': '3b77caf94bfc81fe'},1265886800767184897,"@r8erfrankie @SteveDucey @antifalockhart_ @theglowingstars @BobBlumenfield @MayorOfLA @lapublichealth @KNOCKdotLA @northridgeblm @GroundGameLA @StreetWatchLA @wvh_yes @reporterliz @DSA_LosAngeles If u care about preventing disease &amp; dignity you’d be with us fighting for housing, showers, handwashing stations, and bathrooms. Not a wasteful sanitation cleanup every week. This is where our resources are best spent 2 solve homelessness: 30 cops, dump trucks, bulldozers? https://t.co/9nq9Y3881r",1300095627792056325,2020-08-30T15:38:46.000Z,en,"Youngest woman ever elected to the Phoenix City Council⚡️Daughter of immigrants, #climateaction leader, @Stanford alum. Official updates @District7PHX",yassaminansari,Yassamin Ansari,False,174332143,"Phoenix, AZ",False,"Cincinnati, OH",e444ecd51bd16ff3,city,United States,"{'type': 'Feature', 'bbox': [-84.710722, 39.052962, -84.3689026, 39.2211137], 'properties': {}}",Cincinnati,US
50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '04291149b14feb9d'},117350856,I happen to be homeless. The most painful aspect of homelessness is not the loss of hunger or shelter. Its the loss of dignity. Humiliation kills. Loneliness kills. https://t.co/PwM78xpl2k,1299749433932836864,2020-08-29T16:43:07.000Z,en,"MARRIED 49 YRS TO MY VIETNAM VET, WIFE, MOM OF 4 GRAN OF 7, BLM! CLIMATE CHANGE! OUR HOMELESS VETS  RESISTANCE! KINDNESS! PRAY 4 all that suffer & Pres Biden",erb_kay,Kay Erb,False,1037662144190398475,"Hampton, VA",False,"Oakwood, OH",0320a9705055c9c3,city,United States,"{'type': 'Feature', 'bbox': [-81.526823, 41.349821, -81.4888578, 41.4021162], 'properties': {}}",Oakwood,US
51,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",{'place_id': 'a612c69b44b2e5da'},174332143,"Project Haven — a special hotel project for seniors experiencing homelessness— can and should serve as a model for how we support unsheltered communities moving forward. With dignity. 

""My hopes and dreams have all changed. The direction of my life has actually changed.” https://t.co/UHPcOXrpSC",1299415752915722245,2020-08-28T18:37:12.000Z,en,"🗣WOG 🙌🏾 ~ VIEWS ARE MY OWN❗️I fight for the 𝕆𝕡𝕡𝕣𝕖𝕤𝕤𝕖𝕕. Podcast, Radio & Tv Host. Co-Founder of @oneNYCHA @HolmesIsaacs #BlackLivesMatter✊🏽🤎",EVANGELIST_SC,"ACTIVIST/Organizer ✊🏾Saundrea I. Coleman, M.Div",False,361281694,THE BIG APPLE!!!,False,Women's Lunch Place,07d9dd03b5880000,poi,United States,"{'type': 'Feature', 'bbox': [-71.07377680237157, 42.352096483004715, -71.07377680237157, 42.352096483004715], 'properties': {}}",Women's Lunch Place,US
52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '2f5f5ba43ec2f5a9'},1037662144190398475,"@Road_2_Ft_Worth Think of how many could have been helped if billions were not given to the rich. Homelessness is a national disgrace. How many are sick &amp; deserve to be treated with dignity. As a nation we are people that care, why don't those in charge of making decisions do something   to help",1292282103804112896,2020-08-09T02:10:37.000Z,en,#blacklivesalwaysmatter #stopasianhate,maybejoyce_,maybe: joyce,False,200318426,"Los Angeles, CA",False,"Fort Myers, FL",711c63250a2df503,city,United States,"{'type': 'Feature', 'bbox': [-81.895498, 26.564625, -81.750855, 26.679673], 'properties': {}}",Fort Myers,US
53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '01a9a39529b27f36'},361281694,"Yes it is!!!
#HousingIsAhumanRight!!! 
The homelessness in these United States is a crisis.  When one suffer we all suffer 👌🏾  Public Housing has been neglected and seem great disinvestments over the decades.  We must fight to restore dignity for all mankind not some but 4 ALL! https://t.co/4iuG1fTcMd",1276780759026675713,2020-06-27T07:33:49.000Z,en,"Series producer for Here & Now and assistant news director at @PBSWI. Humor, etcetera, my own.",marisawojcik,Marisa Wojcik,False,213761122,Wisconsin,False,"Newport Beach, CA",0ce4c27ce26030aa,city,United States,"{'type': 'Feature', 'bbox': [-117.9582193, 33.563618, -117.789845, 33.671658], 'properties': {}}",Newport Beach,US
54,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",{'place_id': '3b77caf94bfc81fe'},200318426,"Homelessness in LA increased nearly 15% in ONE year. Police continue to criminalize homelessness and destroy unhoused people’s property, strip them of respect, dignity, and basic human rights instead of working on and funding proven solutions. This is fucking deplorable.",1271833222817538048,2020-06-13T15:54:04.000Z,en,easily distracted by dogs,AshleyR_SD,Ashley Rodriguez,False,310020587,San Diego,False,"Bronx, NY",002e24c6736f069d,city,United States,"{'type': 'Feature', 'bbox': [-73.933612, 40.785365, -73.765271, 40.91533], 'properties': {}}",Bronx,US
55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",{'place_id': '7dc5c6d3bfb10ccc'},213761122,My amazing friend wrote these two stories about people experiencing homelessness during COVID-19. She approached every aspect of the stories with great sensitivity to maintain respect and dignity for those that are most vulnerable. https://t.co/K8e8pm8z0D,1266180730431864833,2020-05-29T01:33:05.000Z,en,aka Mr. Denver - Together We Rise,believeEan,Ean Thomas Tafoya,False,1343240256,"Denver, Colorado",False,"Austin, TX",c3f37afa9efcf94b,city,United States,"{'type': 'Feature', 'bbox': [-97.928935, 30.127892, -97.5805133, 30.5187994], 'properties': {}}",Austin,US
56,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 7, 'quote_count': 1}",{'place_id': '8eccead85cc1b6c0'},310020587,San Diego’s got talent!!! And an amazing #nonprofit working to solve our #homelessness problem and offer people a new chance at dignity through music 🎶 🥰 https://t.co/x2gJJhggZl,1265671132171997185,2020-05-27T15:48:07.000Z,en,"Social Justice Activist, Big, Smart, Sense of Humor. Born and Bred in the Briarpatch (central Florida). Have lived in the west, mostly Los Angeles, for 36 years",edgarren,Edward Garren,False,47861374,"Los Angeles, CA  United States",False,"Arden, DE",c9373d8297be0e6d,city,United States,"{'type': 'Feature', 'bbox': [-75.4963578, 39.806123, -75.480057, 39.8152921], 'properties': {}}",Arden,US
57,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'b49b3053b5c25bf5'},1343240256,"This is a challenger to Pelosi centering on homelessness and showing the data. There are enough empty apartments or hotels to house those in need. To provide dignity, safety, sleep, and the ability to self actualize to those most in need in our community. #HousingFirst https://t.co/BogQDlPZCz",1262028516515692546,2020-05-17T14:33:40.000Z,en,Trending Weather Movies Tech News Television NCAA football Photography History Interesting Pictures Politics Fitness & Wellness Food General News Travel,jr_brazilian,aram brazilian jr,False,983008797693267968,"Surfside, FL",False,"Ladera Heights, CA",714789cf3b7a50d0,city,United States,"{'type': 'Feature', 'bbox': [-118.3910877, 33.97632, -118.357614, 34.014937], 'properties': {}}",Ladera Heights,US
58,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",{'place_id': '3b77caf94bfc81fe'},47861374,"@mikey2go @realDonaldTrump @ericgarcetti @AdamSchiff @SpeakerPelosi @GavinNewsom Ever worked in a mental hospital? Maybe we just need to figure out a way for these people to live with some dignity, instead of feeling like they are the trash of the world. Homelessness will make anybody crazy. The solution to homelessness is housing.",1260087320230785026,2020-05-12T06:00:03.000Z,en,At Large County Commissioner working for the people of Mecklenburg County-Mizzou J School grad. Go Panthers!,PatCothamMeck,Pat Cotham,False,985388100,"Mecklenburg County, NC",False,"San Jose, CA",7d62cffe6f98f349,city,United States,"{'type': 'Feature', 'bbox': [-122.035311, 37.193164, -121.71215, 37.469154], 'properties': {}}",San Jose,US
59,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '12bb5154d46fecc0'},983008797693267968,@CNNPolitics I think it’s time for a panel to be appointed to oversee the homelessness in Nancy Pelosi‘s district! Poverty and human dignity are at stake!,1255854184894791680,2020-04-30T13:39:04.000Z,en,"@Cyantist @Pulte
@MrBeast #TwitterPhilanthropy
$OORAHUSA @Cashapp @Venmo 
@Millions M$GetLucky🍀
@PayPal #GenrosityNetwork https://t.co/C8SJAYSDAI 💪💪🏾
#ONEataTIME ♥️",marine_homeless,RoughSleepingMARINE👮🏿‍♂️,False,1162170082426048513,💞,False,International Community School,07d9f329ee888002,poi,United States,"{'type': 'Feature', 'bbox': [-84.29017375703164, 33.80218682807268, -84.29017375703164, 33.80218682807268], 'properties': {}}",International Community School,US
60,"{'retweet_count': 13, 'reply_count': 1, 'like_count': 31, 'quote_count': 1}",{'place_id': '512a8a4a4c4b4be0'},985388100,Here is the first phase of “porta-potties” with hand-washing stations for our homeless nieighbors. More are planned. #Dignity #homelessness @thecharpost @CharlotteNAACP1 @SAFEcoalitionNC @BPCCharlotte https://t.co/xLjEGmFVOW,1250419266223996928,2020-04-15T13:42:39.000Z,en,"Advocate for seniors, lover of justice, and Oakland citizen.
#IDWP",Earthgranny,Earthgranny imagining Peace,False,57223136,"Oakland, California",False,"Delaware, USA",3f5897b87d2bf56c,admin,United States,"{'type': 'Feature', 'bbox': [-75.7887564, 38.4510398, -74.984165, 39.839007], 'properties': {}}",Delaware,US
61,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '01a9a39529b27f36'},1162170082426048513,"Do Not accept the #homeless concept. Do away w/ your shabby @NYCDHS ....it's based on jail systems and racism. A complete waste of time. Militarize the #roughsleeping problem. I promise u the #Military can END homelessness. Stop preying on people, sucking dignity like vampires_",1248657780053102592,2020-04-10T17:03:08.000Z,en,"Leftist, unionist, environmentalist.",JeremiahTatter,Jeremiah Tattersall,False,5759112,"Gainesville, FL",False,American Airlines Center,07d9db0785888000,poi,United States,"{'type': 'Feature', 'bbox': [-96.81024481830329, 32.79034430990437, -96.81024481830329, 32.79034430990437], 'properties': {}}",American Airlines Center,US
62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'ab2f2fac83aa388d'},57223136,"@gunsnrosesgirl3 That wealth is measured by possessions, and that a country's well-being lies in the stock market. That we would judge corporations to be people, and deny dignity and healthcare to actual people. That we would allow homelessness yet worship a ""good of love"".",1242871392632070144,2020-03-25T17:50:06.000Z,en,"#M4All Socialist, cat waitress, attorney, punk & raver, #BLM #Palestine ""Daughter & heir of a shyness that is criminally vulgar."" #MLB #JusticeForAmirLocke",fabucat,fabucat,False,10165452,MD suburbs of DC.,False,"Frankfort, KY",2a39cded7c6fc606,city,United States,"{'type': 'Feature', 'bbox': [-84.930744, 38.143682, -84.77634, 38.231254], 'properties': {}}",Frankfort,US
63,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",{'place_id': '7dda05213481260c'},5759112,Homelessness is the discussion topic now. Grace has suspended all volunteer programs. Moving to to go meals. No change to dignity village timeline.,1239642808140599300,2020-03-16T20:00:51.000Z,en,"@npr @cnn @pacificstand @demjournal @catapultstory @parisreview @thedailybeast @slate @xtramagazine | @dnc @amprog @dailykos | @teamLPAC | Latinx lesbian, esq.",rpbp,Rebecca Pilar Buckwalter-Poza (they/she),True,13168412,"Washington, DC",False,"North Druid Hills, GA",590c1000bfb45cf6,city,United States,"{'type': 'Feature', 'bbox': [-84.348497, 33.799908, -84.303938, 33.840414], 'properties': {}}",North Druid Hills,US
64,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",{'place_id': '864ff125241f172f'},10165452,Marilyn is a Twitter legend. She’s one of the reasons I say #NotMeUs She has a work related disability and all she wants to do is retire with dignity. Please read her story and donate if you’re able https://t.co/vVfZHM7YCW,1236440281760911361,2020-03-07T23:55:09.000Z,en,"Mom. Spouse. Senator, Norfolk-Bristol-Middlesex District. @MA_Senate Chair, #Environment Committee. #BeccaBunch tweeting. RT≠endorsement. #MApoli #SenatorMommy",BeccaRauschMA,Senator Becca Rausch,True,1075798971430420481,"Massachusetts, USA",False,"Stockton, CA",d98e7ce217ade2c5,city,United States,"{'type': 'Feature', 'bbox': [-121.4168716, 37.883347, -121.183979, 38.078305], 'properties': {}}",Stockton,US
65,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",{'place_id': '5a110d312052166f'},13168412,Onward to our panel on combatting the dehumanization of unhoused people and criminalization of homelessness through the lens of human dignity and common humanity. https://t.co/NsjWnf9Xm4 https://t.co/XRVJSDjSzT,1233465027933483008,2020-02-28T18:52:33.000Z,en,"The campaign to end chronic homelessness in Washington, DC.",thewayhomeDC,The Way Home DC,False,2296579362,"Washington, DC",False,"Colorado Springs, CO",adc95f2911133646,city,United States,"{'type': 'Feature', 'bbox': [-104.910562, 38.741142, -104.668092, 39.035895], 'properties': {}}",Colorado Springs,US
66,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '67b98f17fdcf20be'},1075798971430420481,"We in the #maleg must do everything in our power to protect the safety, dignity, and civil rights of every member of our community - regardless of housing status - and to help people exit #homelessness for good. #mapoli",1233072875881537536,2020-02-27T16:54:17.000Z,en,"Christian. Capitalist. Conservative. Californian. Pro LIFE and pro family. Flag flyer.
ANTI- Big government. 
Afraid for America's future.",kimcbengard,kim colleen bengard,False,22235613,"San Clemente, CA.",False,"San Antonio, TX",3df4f427b5a60fea,city,United States,"{'type': 'Feature', 'bbox': [-98.778559, 29.141956, -98.302744, 29.693046], 'properties': {}}",San Antonio,US
67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",{'place_id': '01fbe706f872cb32'},2296579362,"Alex from campaign partner @HIPSDC wants @MayorBowser to end chronic homelessness because “everyone deserves dignity, safety and compassion.”                                           If you agree with Alex, sign up here and call the Mayor! https://t.co/pZLOc081ah https://t.co/kxcpiN704c",1232390728564772871,2020-02-25T19:43:41.000Z,en,"Monterey County Supervisor🥬, Attorney⚖️, Former State Assemblymember🇺🇸 & Former Mayor of my hometown of Watsonville🍓 #LovingSalinas",SupervisorAlejo,Luis Alejo⚖️,False,96075697,"Salinas, CA",False,"College Park, GA",1703b859c254a0f9,city,United States,"{'type': 'Feature', 'bbox': [-84.5129821, 33.5933183, -84.427795, 33.669237], 'properties': {}}",College Park,US
68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '0ff5554ac5d55000'},22235613,"@SteveHiltonx yesterday in LA.
Its not homelessness, it's lawlessness. Adam Schiff's district. The criminal corruption reeks. Humans are debris. No dignity. Uncivilized. https://t.co/fJKd9JmrDx",1231774051384692736,2020-02-24T02:53:13.000Z,en,"Middle Collegiate Church: Welcoming. Artistic. Inclusive. Bold. Revolutionary Love Conference organizer, and troublemakers for a better world.",middlechurch,Middle Church,False,168707357,"New York, NY",False,"El Cerrito, CA",6407905aa8012e44,city,United States,"{'type': 'Feature', 'bbox': [-122.323541, 37.8978198, -122.2808753, 37.9392837], 'properties': {}}",El Cerrito,US
69,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '5c62ffb0f0f3479d'},96075697,"HOUSING &amp; HOMELESSNESS CRISIS! My 2nd mailer about my work in the last 3 yrs to address our housing &amp; homelessness crisis, and protect tenants! Always with compassion, respect &amp; dignity for our most vulnerable! #UpliftSalinas⬆️ #HousingForAll🏠 #ShelterOurHomeless #Alejo2020✊🏽 https://t.co/CfLmGco2fO",1227660648554868736,2020-02-12T18:28:02.000Z,en,"Senator for the First Suffolk & Middlesex. Boston City Councilor for District One.  Fighting for housing justice, worker rights, & a healthy environment.",LydiaMEdwards,Lydia Edwards,False,4724360776,"East Boston, MA",False,"West Virginia, USA",2d83c71ce16cd187,admin,United States,"{'type': 'Feature', 'bbox': [-82.644739, 37.201483, -77.7189303, 40.638802], 'properties': {}}",West Virginia,US
70,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",{'place_id': '01a9a39529b27f36'},168707357,"2. When we prioritize profits over folks’ ability to live in safety and dignity, we violate that divine mandate.

But a housing guarantee is not just to do what’s right in the present, it’s also about rectifying centuries of racist policy that have propagated Black homelessness.",1226880621957480450,2020-02-10T14:48:29.000Z,en,"BG Design + VisDev + KidLit • Tiki Lady • Glitter and Gif Addict • Work - @WB_Animation, Prev: @TitmouseInc @stoopidbuddy #HelluvaBoss • She/Her 🍹💖👻🐈🦉🦇🎃",ATikiWitch,Caitlin Fryer #NewDeal4Animation,False,744651916660056068,"Glendale, CA",False,"Enterprise, NV",009d3c3d41dbb00e,city,United States,"{'type': 'Feature', 'bbox': [-115.316075, 35.9607531, -115.152796, 36.0768564], 'properties': {}}",Enterprise,US
71,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 16, 'quote_count': 0}",{'place_id': '67b98f17fdcf20be'},4724360776,"Team Edwards was out tonight in the North End for @CityOfBoston annual #HomelessCensus. Everyone deserves dignity, respect, and a warm place to stay. Tonight’s walk provides crucial info needed to combat chronic homelessness and resources for those in need. https://t.co/JkoJ9cNTr3",1222741332881551360,2020-01-30T04:40:25.000Z,en,"I fight for justice & equity by removing barriers to housing, food, education & income. AVP at @unitedwaykc. ❤️ travel & AmeriCorps. Opinions are my own.",LaurenMcgowan,Lauren E. McGowan | She/her/hers,False,25067967,"Seattle, WA",False,"Jersey City, NJ",b046074b1030a44d,city,United States,"{'type': 'Feature', 'bbox': [-74.107995, 40.666879, -74.0253309, 40.769124], 'properties': {}}",Jersey City,US
72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': 'fbd6d2f5a4e4a15e'},744651916660056068,@tomsmithcartoon Homelessness and hunger in this country and its garbage that it even exists here period. Every person deserves a life of dignity and basic human comforts/necessities. Period end of story!,1220611281360580608,2020-01-24T07:36:21.000Z,en,"Wife & mom, non-profit executive, community advocate & leader, elected to Dallas City Council D12",caraathome,caraathome (@🏡),False,18233650,North Texas,False,"Yankton, SD",b5c345b7bdef5a92,city,United States,"{'type': 'Feature', 'bbox': [-97.431958, 42.865992, -97.35754, 42.915917], 'properties': {}}",Yankton,US
